KeyFamilyId,KeyFamilyName
STLABOUR,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Short-Term Labour Market Statistics')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Statistiques à court terme sur le marché de travail')])]"
TEC2_REV4,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'II - TEC by Top enterprises')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'II - CCE par Top entreprises')])]"
NAAG_2011,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'National Accounts at a Glance - 2011 edition')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Panorama des comptes nationaux - édition 2011')])]"
AEO11_OVERVIEW_CHAPTER5_TAB5_PT,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Tabela 5.4: Índice de liberdade económica em África, 2003-11')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Tabela 5.4: Índice de liberdade económica em África, 2003-11')])]"
CTS_REV,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Corporate Tax Revenues')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Corporate Tax Revenues')])]"
TEC3_REV4,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'III - TEC by Partner zones and countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'III - CCE par Pays et groupes de pays partenaires')])]"
TEC4_REV4,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'IV - TEC by number of partner countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'IV - CCE par nombre de pays partenaires')])]"
AEO2012_CH6_FIG24,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 24: Youth perceptions of main obstacles to finding a job')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 24 : Obstacles à l'emploi tels que perçus par les jeunes"")])]"
SNA_TABLE9B_SNA93,"[OrderedDict([('@xml:lang', 'en'), ('#text', '9B. Balance sheets for non-financial assets, SNA93')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '9B. Comptes de patrimoine des actifs non financiers, SCN93')])]"
SNA_TABLE13_SNA93,"[OrderedDict([('@xml:lang', 'en'), ('#text', '13. Simplified non-financial accounts, SNA93')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '13. Comptes non financiers simplifiés, SCN93')])]"
PGI_A_F_TRNSCTN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Financial transactions - non consolidated (Annual)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Financial transactions - non consolidated (Annual)')])]"
BERD_COST_ISIC4,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Business enterprise R-D expenditure by industry and by type of cost (ISIC Rev.4)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Dépense intra-muros totale de R-D des entreprises par industrie et par type de coût (CITI Rev.4)')])]"
DV_DCD_GENDER,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Aid projects targeting gender equality and womens empowerment (CRS)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Projets d'aide visant l'égalité des sexes et l'autonomisation des femmes (CRS)"")])]"
FISH_LAND,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Marine landings')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Marine landings')])]"
EO89_INTERNET,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 89 - June 2011 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 89 - Juin 2011 - Projections annuelles pour les pays OCDE')])]"
MON2012TSE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 B) OECD countries : Estimate of support to agriculture')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""2012 B) Pays OCDE : Estimation du soutien à l'agriculture"")])]"
MON2012TSE_EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 C) Emerging Economies: Estimate of support to agriculture')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""2012 C) Pays Emergentes : Estimation du soutien à l'agriculture"")])]"
MON20123_1,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 D) OECD countries : Producer Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 D) OCDE : Estimation du soutien aux producteurs par pays')])]"
AEO11_INDEPTH_CHAPTER6_TAB5_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Table 6.5: Number of African countries in which emerging partners have significant trade (at least 10 million USD a year)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Tableau 6.5 : Nombre de pays africains dans lesquels les partenaires émergents ont un flux d'échanges significatif (au moins 10 millions de dollars US par an)"")])]"
AEO11_INDEPTH_CHAPTER6_TAB6_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Table 6.6: Number of sectors in which emerging partners have significant trade with Africa (at least 53 million USD a year)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Tableau 6.6 : Nombre de secteurs dans lesquels les partenaires émergents ont un flux d'échanges significatif avec l'Afrique (au moins 53 millions de dollars US par an)"")])]"
MON20123_1EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 E) Emerging Economies: Producer Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 E) Pays Emergentes : Estimation du soutien aux producteurs par pays')])]"
MON20123_2,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 F) OECD countries : Consumer Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 F) OCDE : Estimation du soutien aux consommateurs par pays')])]"
MON20123_2EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 G) Emerging Economies: Consumer Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 G) Pays Emergentes : Estimation du soutien aux consommateurs par pays')])]"
SOCR,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'SOCR - Detailed data')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'SOCR - Données détaillées')])]"
AEO2012_CH6_FIG3,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 3: Time Use by Country Income Level: In middle income countries youth are more likely to be students, wage employed or NEET, in low income countries, youth are more likely to be self-employed or underemployed')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 3 : Utilisation du temps par niveau de revenu national : dans les PRI, les jeunes sont plus susceptbles d'être étudiants, salariés ou NEET, tandis que dans les PFR, les jeunes sont plus susceptibles d'être travailleurs indépendants ou sous-emplo"")])]"
AEO2012_CH6_FIG4,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 4: Youth and adult unemployment')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 4 : Chômage des jeunes et des adultes')])]"
FISH_EMPL,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Employment')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Emploi')])]"
AEO2012_CH6_FIG6,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 6: Five types of labour markets for youth in Africa')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 6 : Cinq types de marchés du travail pour les jeunes en Afrique')])]"
AEO2012_CH6_FIG5,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 5: Employment Rate to working age population in Africa and comparators')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 5 : Taux d'emploi de la population en âge de travailler en Afrique et ailleurs"")])]"
AEO11_INDEPTH_CHAPTER6_FIG3_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', ""Figure 6.3: Shares of emerging and traditional partners in Africa's trade from 1992 to 2009 (in percentage)"")]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Figure 6.3 : Parts des partenaires émergents et traditionnels dans les flux commerciaux en Afrique de 1992 à 2009 (en pourcentage)')])]"
AEO11_INDEPTH_CHAPTER6_FIG4_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', ""Figure 6.4: Africa's total volume of trade and with traditional partners (1992-2009, in billion USD)"")]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Figure 6.4 : Total des flux commerciaux de l'Afrique, et flux avec les partenaires traditionnels (1992-2009, en milliards de dollars US)"")])]"
AEO2012_CH6_FIG7,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 7: Moderately and severely food insecure by employment status and country income level')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 7 : Insécurité alimentaire modérée et sévère selon la situation vis-à-vis de l'emploi et le niveau de revenu du pays"")])]"
AEO11_INDEPTH_CHAPTER6_FIG6_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', ""Figure 6.6: Distribution of Africa's total trade with emerging partners (2009, in percentage)"")]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Figure 6.6 : Distribution des flux commerciaux avec les partenaires émergents (2009, en pourcentage)')])]"
AEO11_OVERVIEW_CHAPTER5_FIG1_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 5.1: Public protests, public violence and food price indices (base year 1996 = 100)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Figure 5.1 : Indices de protestations et de violences civiles, indice des prix alimentaires (base 1996 = 100)')])]"
AEO11_OVERVIEW_CHAPTER5_FIG2_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 5.2: Political hardening index 1996-2010 (base year 1996 = 100)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Figure 5.2 : Indice de durcissement du régime au pouvoir (base 1996 = 100)')])]"
AEO2012_CH6_FIG8,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 8: Employment and its drivers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 8 : L'emploi et ses moteurs"")])]"
AEO11_INDEPTH_CHAPTER6_FIG9_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', ""Figure 6.9: Africa's exports of manufactured goods (1995-2009, in billion USD)"")]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Figure 6.9 : Exportations africaines de produits manufacturés (1995-2009, en milliards de dollars US)')])]"
EXT,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Extraction and Check')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Extraction and Check')])]"
AEO11_INDEPTH_CHAPTER6_FIG12_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 6.12: To what extent is each local stakeholder involved in the partnership with emerging partners? (average score)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Figure 6.12 : Dans quelle mesure chaque partie prenante est-elle impliquée dans le partenariat avec les pays émergents? (score moyen)')])]"
AMNE_IN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Inward activity of multinationals by industrial sector - ISIC Rev 4')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Activité domestique des multinationales par secteur industriel - CITI Rev 4')])]"
AMNE_IN_PARTNER,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Inward activity of multinationals by investing country - ISIC Rev 4')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Activité domestique des multinationales par pays investisseur - CITI Rev 4')])]"
AMNE_OUT,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Outward activity of multinationals by industrial sector - ISIC Rev 4')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Activité à l'étranger des multinationales par secteur industriel - CITI Rev 4"")])]"
AMNE_OUT_PARTNER,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Outward activity of multinationals by country of location - ISIC Rev 4')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Activité à l'étranger des multinationales par pays d'implantation - CITI Rev 4"")])]"
MON20123_3,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 H) OECD countries : General Services Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 H) OCDE : Estimation du soutien aux services d’intérêt général par pays')])]"
AEO2012_CH6_FIG9,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 9: Where African youth work')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 9 : Où travaillent les jeunes Africains ?')])]"
AEO2012_CH6_FIG10,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 10: Youth and Adults by Occupation')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 10 : Répartition des jeunes et des adultes par secteur d'activité"")])]"
MON20123_3EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 I) Emerging Economies: General Services Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 I) Pays Emergentes : Estimation du soutien aux services d’intérêt général par pays')])]"
GOV,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Government at a Glance - yearly updates')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Government at a Glance - yearly updates')])]"
MON20123_4,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 J) OECD countries : Total Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 J) OCDE : Estimation du soutien total par pays')])]"
MON20123_4EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 K) Emerging Economies: Total Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 K) Pays Emergentes :: Estimation du soutien total par pays')])]"
MON20123_5,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 L) OECD countries : Composition of Producer Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 L) OCDE : Composition de l’estimation du soutien aux producteurs par pays')])]"
MON20123_5EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 M) Emerging Economies: Composition of Producer Support Estimate by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 M) Pays Emergentes : Composition de l’estimation du soutien aux producteurs par pays')])]"
MON20123_6,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 N) OECD countries : Characteristics of policy support by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 N) OCDE : Caractéristiques des politiques de soutien par pays')])]"
AEO2012_CH6_FIG26,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 26: Obstacles to firms (Enterprise Surveys)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 26 : Obstacles auxquels se heurtent les entreprises (enquêtes auprès des entreprises)')])]"
AEO2012_CH6_FIG27,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 27: Obstacles to Enterprises in North Africa and Sub Saharan Africa')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 27 : Obstacles auxquels se heurtent les entreprises en Afrique du Nord et en Afrique subsaharienne')])]"
AEO2012_CH6_FIG28,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 28: The most important obstacles faced by informal firms')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 28 : Principaux obstacles rencontrés par les entreprises informelles')])]"
AEO2012_CH6_FIG29,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 29: Youth employment and unemployment by education and country income groups')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 29 : Emploi et chômage des jeunes par niveau d'éducation et catégorie de revenu des pays"")])]"
AEO2012_CH6_FIG31,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 31: Probability of being waged employed by education level (multivariate analysis with Gallup World Poll data)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 31 : Rendements de l'éducation : Probabilité d'avoir un emploi salarié plutôt qu'un autre statut (pour chaque niveau d'éducation)"")])]"
SHA,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Health expenditure and financing')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Dépenses de santé et financement')])]"
MON20123_7,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 P) OECD countries : Composition of General Services Support Estimate')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""2012 P) OCDE : Composition de l'estimation du soutien aux services d’intérêt général"")])]"
MON20123_6EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 O) Emerging Economies: Characteristics of policy support by country')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 O) Pays Emergentes :Caractéristiques des politiques de soutien par pays')])]"
MON20123_7EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Q) Emerging Economies: Composition of General Services Support Estimate')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""2012 Q) Pays Emergentes : Composition de l'estimation du soutien aux services d’intérêt général"")])]"
MON2012PSCT_O,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 R) OECD : Producer Single Commodity Transfers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 R) OCDE : Transferts aux producteurs au titre d’un seul produit')])]"
MON2012PSCT,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 S) OECD countries : Producer Single Commodity Transfers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 S) Pays OCDE : Transferts aux producteurs au titre d’un seul produit')])]"
REVVEN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Details of Tax Revenue - Venezuela')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Recettes fiscales détaillées - Vénézuela')])]"
SNA_TABLE14A_SNA93,"[OrderedDict([('@xml:lang', 'en'), ('#text', '14A. Non-financial accounts by sectors, SNA93')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '14A. Comptes non financiers par secteurs, SCN93')])]"
MON2012PSCT_EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 T) Emerging Economies: Producer Single Commodity Transfers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 T) Pays Emergentes : Transferts aux producteurs au titre d’un seul produit')])]"
REVEST,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Details of Tax Revenue - Estonia')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Recettes fiscales détaillées - Estonie')])]"
EO91_INTERNET,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 91 - June 2012 - OECD Annual Projections')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Perspectives Economiques No 91 - Juin 2012 - Projections annuelles de l 'OCDE"")])]"
MON2012CSCT_O,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 U) OECD: Consumer Single Commodity Transfers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 U) OCDE : Transferts aux consommateurs au titre d’un seul produit')])]"
MON2012CSCT,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 V) OECD countries : Consumer Single Commodity Transfers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 V) Pays OCDE : Transferts aux consommateurs au titre d’un seul produit')])]"
MON2012CSCT_EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 W) Emerging Economies: Consumer Single Commodity Transfers')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 W) Pays Emergentes : Transferts aux consommateurs au titre d’un seul produit')])]"
HIGH_AGLINK_2012,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'OECD-FAO Agricultural Outlook 2012-2021')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Agricoles de l’OCDE et de la FAO 2012-2021')])]"
CSPCUBE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Country statistical profiles')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Profils statistiques par pays')])]"
TOURISM_DOMESTIC,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Domestic tourism')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Tourisme interne')])]"
SNA_TABLE40,"[OrderedDict([('@xml:lang', 'en'), ('#text', ""40. Use at purchasers' prices"")]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""40. Emplois aux prix d'acquisition"")])]"
TOURISM_OUTBOUND,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Outbound tourism')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Tourisme émetteur')])]"
SNA_TABLE12_SNA93,"[OrderedDict([('@xml:lang', 'en'), ('#text', '12. Government deficit/surplus, revenue, expenditure and main aggregates, SNA93')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '12. Principaux agrégats des administrations publiques, y compris déficit/surplus, recettes et dépenses, SCN93')])]"
SNA_TABLE10_SNA93,"[OrderedDict([('@xml:lang', 'en'), ('#text', '10. Taxes and social contributions receipts, SNA93')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '10. Impôts et cotisations sociales, SCN93')])]"
MON2012AANRI_EE,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Y) Emerging Economies:  Payments made on the basis of area, animal numbers, receipts or income')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""2012 Y) Pays Emergentes : Paiements au titre de la superficie, du nombre d'animaux, des recettes ou du revenu"")])]"
STAN_IO_TOT_DOM_IMP,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'STAN Input-Output: Total, Domestic and Imports, 2012')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'STAN Entrées-Sorties: Total, Production Intérieure et Importations, 2012')])]"
FIN_IND_FA,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Financial Indicators – Flows')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Indicateurs financiers – Flux')])]"
FIN_IND_FBS,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Financial Indicators – Stocks')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Indicateurs financiers – Stocks')])]"
AEO2012_CH6_FIG11,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 11: Who are the young people in NEET?')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 11 : Qui sont les jeunes NEET ?')])]"
AEO2012_CH6_FIG12,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 12: Employment status by education and age cohort in LICs')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 12 : Situation vis-à-vis de l’emploi, par niveau d’études et par cohorte d’âge, dans les PFR')])]"
AEO2012_CH6_FIG13,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 13: Employment status by education and age cohort in MICs')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 13 : Situation par rapport à l'emploi, par niveau d'études et par cohorte d'âge, dans les PRI"")])]"
TOURISM_NATIONAL_ECON,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Internal tourism consumption')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Consommation du tourisme intérieur')])]"
STAN_IO_GHG,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Carbon Dioxide Emissions embodied in International Trade, 2013 edition')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Carbon Dioxide Emissions embodied in International Trade, édition 2013')])]"
PPP2017,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2017 PPP Benchmark results')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'PPA année de référence 2017')])]"
GREEN_GROWTH,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Green Growth Indicators')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Indicateurs de croissance verte')])]"
GOV_2011,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Government at a Glance - 2011 edition')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Government at a Glance - 2011 edition')])]"
PT_CH1_FIG1,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Figura 1.1: Análise africana da situação económica actual e expectativas para os próximos seis meses')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 Figura 1.1: Análise africana da situação económica actual e expectativas para os próximos seis meses')])]"
PT_CH1_FIG2,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Figura 1.2: Crescimento económico de África (%)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 Figura 1.2: Crescimento económico de África (%)')])]"
PT_CH1_FIG3,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Figura 1.3: Crescimento económico mundial')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 Figura 1.3: Crescimento económico mundial')])]"
PT_CH1_FIG4,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Figura 1.4: Crescimento do PIB (%)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 Figura 1.4: Crescimento do PIB (%)')])]"
EO91_FLASHFILE_EO91,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 91 - June 2012 - Flash file')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 91 - Juin 2012 - Alerte')])]"
PT_CH1_FIG5,"[OrderedDict([('@xml:lang', 'en'), ('#text', '2012 Figura 1.5: Preços do petróleo e do ouro')]), OrderedDict([('@xml:lang', 'fr'), ('#text', '2012 Figura 1.5: Preços do petróleo e do ouro')])]"
AEO2012_CH6_FIG14,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 14: Unemployed versus NEET: Self-reported reasons for not working')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Graphique 14 : Chômeurs ou NEET : les raisons avancées par les jeunes pour justifier qu'ils ne travaillent pas"")])]"
AEO2012_CH6_FIG15,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 15: Reasons for not working among discouraged youth by educational achievement')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 15 : Raisons pour lesquelles par les jeunes découragés ne travaillent pas, par niveau d’études')])]"
AEO2012_CH6_FIG16,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 16: Transition pathways by male and female youth (15-30)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 16 : Schémas de transition des jeunes (15-30 ans), par sexe')])]"
AEO2012_CH6_FIG17,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 17: Youth employment by occupation 2008 and 2010: Informal sector activities and Farming have absorbed the impact of the crisis')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 17 : L’emploi des jeunes par type d’activité, 2008 et 2010 : le secteur informel et l’agriculture ont absorbé l’impact de la crise')])]"
AEO2012_CH6_FIG18,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 18: Aggregate sales and number of enterprises in Sub-Saharan Africa, by size')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 18 : Chiffre d’affaires agrégé et nombre total d’entreprises en Afrique subsaharienne, par taille')])]"
AEO2012_CH6_FIG19,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 19: The trade off between vulnerable employment and unemployment')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 19 : L’arbitrage entre emploi précaire et chômage')])]"
AEO2012_CH6_FIG20,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 20: Household enterprises are the fastest growing livelihood sector in low income countries, ordered by GDP per capita')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 20 : Les entreprises familiales constituent le secteur de subsistance qui affiche la croissance la plus forte dans les PFR, classés en fonction de leur PIB par habitant')])]"
AEO2012_CH6_FIG21,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Figure 21: More than half of rural youth work outside of agriculture')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Graphique 21 : Plus de la moitié des jeunes vivant en zone rurale travaillent hors de l’agriculture')])]"
